Wave,SiteID,Date,Weather,Time,Count
2023 W1 spring,ML0101,04/07/2023,Wet,15:45:00,5
2023 W1 spring,ML0101,04/07/2023,Wet,16:00:00,2
2023 W1 spring,ML0101,04/07/2023,Wet,16:45:00,3
2023 W1 spring,ML0101,04/07/2023,Wet,17:00:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,17:15:00,7
2023 W1 spring,ML0101,04/07/2023,Wet,17:30:00,8
2023 W1 spring,ML0101,04/07/2023,Wet,18:00:00,5
2023 W1 spring,ML0101,04/07/2023,Wet,18:15:00,5
2023 W1 spring,ML0101,04/07/2023,Wet,18:30:00,6
2023 W1 spring,ML0101,04/07/2023,Wet,18:45:00,6
2023 W1 spring,ML0101,04/07/2023,Wet,19:00:00,2
2023 W1 spring,ML0101,04/07/2023,Wet,19:15:00,5
2023 W1 spring,ML0101,04/07/2023,Wet,19:45:00,7
2023 W1 spring,ML0101,04/07/2023,Wet,20:15:00,3
2023 W1 spring,ML0101,04/07/2023,Wet,20:30:00,3
2023 W1 spring,ML0101,04/07/2023,Wet,20:45:00,3
2023 W1 spring,ML0101,04/07/2023,Wet,21:00:00,2
2023 W1 spring,ML0101,04/07/2023,Wet,21:15:00,1
2023 W1 spring,ML0101,04/07/2023,Wet,21:45:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,19:30:00,1
2023 W1 spring,ML0101,04/07/2023,Dry,08:15:00,1
2023 W1 spring,ML0101,04/07/2023,Dry,09:15:00,1
2023 W1 spring,ML0101,04/07/2023,Dry,09:45:00,1
2023 W1 spring,ML0101,04/07/2023,Dry,11:15:00,1
2023 W1 spring,ML0101,04/07/2023,Wet,17:00:00,1
2023 W1 spring,ML0101,04/07/2023,Wet,19:45:00,2
2023 W1 spring,ML0101,04/07/2023,Wet,21:45:00,1
2023 W1 spring,ML0101,04/07/2023,Dry,10:15:00,2
2023 W1 spring,ML0101,04/07/2023,Dry,13:00:00,1
2023 W1 spring,ML0101,04/07/2023,Dry,06:00:00,16
2023 W1 spring,ML0101,04/07/2023,Dry,06:15:00,20
2023 W1 spring,ML0101,04/07/2023,Dry,06:30:00,35
2023 W1 spring,ML0101,04/07/2023,Dry,06:45:00,38
2023 W1 spring,ML0101,04/07/2023,Dry,07:00:00,36
2023 W1 spring,ML0101,04/07/2023,Dry,07:15:00,68
2023 W1 spring,ML0101,04/07/2023,Dry,07:30:00,79
2023 W1 spring,ML0101,04/07/2023,Dry,07:45:00,75
2023 W1 spring,ML0101,04/07/2023,Dry,08:00:00,85
2023 W1 spring,ML0101,04/07/2023,Dry,08:15:00,123
2023 W1 spring,ML0101,04/07/2023,Dry,08:30:00,152
2023 W1 spring,ML0101,04/07/2023,Dry,08:45:00,134
2023 W1 spring,ML0101,04/07/2023,Dry,09:00:00,80
2023 W1 spring,ML0101,04/07/2023,Dry,09:15:00,65
2023 W1 spring,ML0101,04/07/2023,Dry,09:30:00,59
2023 W1 spring,ML0101,04/07/2023,Dry,09:45:00,33
2023 W1 spring,ML0101,04/07/2023,Dry,10:00:00,18
2023 W1 spring,ML0101,04/07/2023,Dry,10:15:00,13
2023 W1 spring,ML0101,04/07/2023,Dry,10:30:00,14
2023 W1 spring,ML0101,04/07/2023,Dry,10:45:00,12
2023 W1 spring,ML0101,04/07/2023,Dry,11:00:00,9
2023 W1 spring,ML0101,04/07/2023,Dry,11:15:00,17
2023 W1 spring,ML0101,04/07/2023,Dry,11:45:00,21
2023 W1 spring,ML0101,04/07/2023,Dry,12:15:00,8
2023 W1 spring,ML0101,04/07/2023,Dry,12:30:00,12
2023 W1 spring,ML0101,04/07/2023,Dry,12:45:00,18
2023 W1 spring,ML0101,04/07/2023,Dry,13:15:00,5
2023 W1 spring,ML0101,04/07/2023,Dry,13:30:00,10
2023 W1 spring,ML0101,04/07/2023,Dry,13:45:00,8
2023 W1 spring,ML0101,04/07/2023,Wet,14:00:00,9
2023 W1 spring,ML0101,04/07/2023,Wet,14:15:00,6
2023 W1 spring,ML0101,04/07/2023,Wet,14:30:00,7
2023 W1 spring,ML0101,04/07/2023,Wet,14:45:00,6
2023 W1 spring,ML0101,04/07/2023,Wet,15:00:00,3
2023 W1 spring,ML0101,04/07/2023,Wet,15:15:00,7
2023 W1 spring,ML0101,04/07/2023,Wet,15:30:00,11
2023 W1 spring,ML0101,04/07/2023,Wet,15:45:00,8
2023 W1 spring,ML0101,04/07/2023,Wet,16:00:00,3
2023 W1 spring,ML0101,04/07/2023,Wet,16:15:00,10
2023 W1 spring,ML0101,04/07/2023,Wet,16:30:00,8
2023 W1 spring,ML0101,04/07/2023,Wet,16:45:00,9
2023 W1 spring,ML0101,04/07/2023,Wet,17:00:00,11
2023 W1 spring,ML0101,04/07/2023,Wet,17:15:00,9
2023 W1 spring,ML0101,04/07/2023,Wet,17:30:00,12
2023 W1 spring,ML0101,04/07/2023,Wet,17:45:00,15
2023 W1 spring,ML0101,04/07/2023,Wet,18:00:00,9
2023 W1 spring,ML0101,04/07/2023,Wet,18:15:00,9
2023 W1 spring,ML0101,04/07/2023,Wet,18:30:00,9
2023 W1 spring,ML0101,04/07/2023,Wet,18:45:00,16
2023 W1 spring,ML0101,04/07/2023,Wet,19:00:00,7
2023 W1 spring,ML0101,04/07/2023,Wet,19:15:00,9
2023 W1 spring,ML0101,04/07/2023,Wet,19:30:00,9
2023 W1 spring,ML0101,04/07/2023,Wet,19:45:00,8
2023 W1 spring,ML0101,04/07/2023,Wet,20:15:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,20:30:00,2
2023 W1 spring,ML0101,04/07/2023,Wet,21:00:00,3
2023 W1 spring,ML0101,04/07/2023,Wet,21:15:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,21:30:00,3
2023 W1 spring,ML0101,04/07/2023,Dry,07:15:00,3
2023 W1 spring,ML0101,04/07/2023,Dry,07:45:00,5
2023 W1 spring,ML0101,04/07/2023,Dry,08:00:00,2
2023 W1 spring,ML0101,04/07/2023,Dry,08:30:00,2
2023 W1 spring,ML0101,04/07/2023,Wet,14:00:00,1
2023 W1 spring,ML0101,04/07/2023,Wet,16:30:00,2
2023 W1 spring,ML0101,04/07/2023,Dry,12:00:00,2
2023 W1 spring,ML0101,04/07/2023,Wet,15:30:00,2
2023 W1 spring,ML0101,04/07/2023,Dry,07:15:00,19
2023 W1 spring,ML0101,04/07/2023,Dry,07:30:00,11
2023 W1 spring,ML0101,04/07/2023,Dry,07:45:00,17
2023 W1 spring,ML0101,04/07/2023,Dry,08:15:00,31
2023 W1 spring,ML0101,04/07/2023,Dry,08:30:00,86
2023 W1 spring,ML0101,04/07/2023,Dry,08:45:00,30
2023 W1 spring,ML0101,04/07/2023,Dry,09:00:00,10
2023 W1 spring,ML0101,04/07/2023,Dry,09:15:00,14
2023 W1 spring,ML0101,04/07/2023,Dry,09:45:00,8
2023 W1 spring,ML0101,04/07/2023,Dry,10:45:00,8
2023 W1 spring,ML0101,04/07/2023,Dry,11:00:00,7
2023 W1 spring,ML0101,04/07/2023,Dry,11:15:00,8
2023 W1 spring,ML0101,04/07/2023,Dry,11:30:00,9
2023 W1 spring,ML0101,04/07/2023,Dry,11:45:00,13
2023 W1 spring,ML0101,04/07/2023,Dry,12:15:00,10
2023 W1 spring,ML0101,04/07/2023,Dry,12:30:00,7
2023 W1 spring,ML0101,04/07/2023,Dry,12:45:00,11
2023 W1 spring,ML0101,04/07/2023,Dry,13:15:00,8
2023 W1 spring,ML0101,04/07/2023,Dry,13:30:00,7
2023 W1 spring,ML0101,04/07/2023,Dry,13:45:00,6
2023 W1 spring,ML0101,04/07/2023,Wet,14:00:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,14:30:00,13
2023 W1 spring,ML0101,04/07/2023,Wet,15:00:00,11
2023 W1 spring,ML0101,04/07/2023,Wet,15:15:00,22
2023 W1 spring,ML0101,04/07/2023,Wet,15:30:00,24
2023 W1 spring,ML0101,04/07/2023,Wet,15:45:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,16:00:00,6
2023 W1 spring,ML0101,04/07/2023,Wet,16:15:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,16:30:00,11
2023 W1 spring,ML0101,04/07/2023,Wet,16:45:00,6
2023 W1 spring,ML0101,04/07/2023,Wet,17:00:00,14
2023 W1 spring,ML0101,04/07/2023,Wet,17:30:00,28
2023 W1 spring,ML0101,04/07/2023,Wet,17:45:00,17
2023 W1 spring,ML0101,04/07/2023,Wet,18:00:00,8
2023 W1 spring,ML0101,04/07/2023,Wet,18:15:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,18:30:00,7
2023 W1 spring,ML0101,04/07/2023,Wet,18:45:00,10
2023 W1 spring,ML0101,04/07/2023,Wet,19:00:00,3
2023 W1 spring,ML0101,04/07/2023,Wet,19:15:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,20:15:00,1
2023 W1 spring,ML0101,04/07/2023,Wet,20:30:00,4
2023 W1 spring,ML0101,04/07/2023,Wet,21:15:00,3
2023 W1 spring,ML0101,04/07/2023,Wet,21:30:00,15
2023 W1 spring,ML0101,04/07/2023,Dry,07:30:00,2
2023 W1 spring,ML0101,04/07/2023,Dry,13:45:00,1
2023 W1 spring,ML0101,04/07/2023,Wet,18:45:00,1
2023 W1 spring,ML0101,04/07/2023,Wet,19:15:00,2
2023 W1 spring,ML0101,04/07/2023,Wet,21:15:00,2
2023 W1 spring,ML0101,04/07/2023,Dry,07:15:00,1
2023 W1 spring,ML0101,04/07/2023,Dry,06:00:00,6
2023 W1 spring,ML0101,04/07/2023,Dry,06:15:00,10
2023 W1 spring,ML0101,04/07/2023,Dry,06:30:00,12
2023 W1 spring,ML0101,04/07/2023,Dry,06:45:00,8
2023 W1 spring,ML0101,04/07/2023,Dry,07:00:00,34
2023 W1 spring,ML0101,04/07/2023,Dry,07:15:00,31
2023 W1 spring,ML0101,04/07/2023,Dry,07:30:00,40
2023 W1 spring,ML0101,04/07/2023,Dry,07:45:00,55
2023 W1 spring,ML0101,04/07/2023,Dry,08:00:00,63
2023 W1 spring,ML0101,04/07/2023,Dry,08:15:00,91
2023 W1 spring,ML0101,04/07/2023,Dry,08:30:00,176
2023 W1 spring,ML0101,04/07/2023,Dry,08:45:00,95
2023 W1 spring,ML0101,04/07/2023,Dry,09:00:00,37
2023 W1 spring,ML0101,04/07/2023,Dry,09:15:00,31
2023 W1 spring,ML0101,04/07/2023,Dry,09:30:00,47
2023 W1 spring,ML0101,04/07/2023,Dry,09:45:00,40
2023 W1 spring,ML0101,04/07/2023,Dry,10:00:00,36
2023 W1 spring,ML0101,04/07/2023,Dry,10:15:00,22
2023 W1 spring,ML0101,04/07/2023,Dry,10:30:00,40
2023 W1 spring,ML0101,04/07/2023,Dry,10:45:00,21
2023 W1 spring,ML0101,04/07/2023,Dry,11:00:00,23
2023 W1 spring,ML0101,04/07/2023,Dry,11:15:00,18
2023 W1 spring,ML0101,04/07/2023,Dry,11:30:00,34
2023 W1 spring,ML0101,04/07/2023,Dry,11:45:00,22
2023 W1 spring,ML0101,04/07/2023,Dry,12:00:00,28
2023 W1 spring,ML0101,04/07/2023,Dry,12:15:00,29
2023 W1 spring,ML0101,04/07/2023,Dry,12:30:00,16
2023 W1 spring,ML0101,04/07/2023,Dry,12:45:00,19
2023 W1 spring,ML0101,04/07/2023,Dry,13:00:00,17
2023 W1 spring,ML0101,04/07/2023,Dry,13:30:00,9
2023 W1 spring,ML0101,04/07/2023,Dry,13:45:00,25
2023 W1 spring,ML0101,04/07/2023,Wet,14:00:00,15
2023 W1 spring,ML0101,04/07/2023,Wet,14:15:00,15
2023 W1 spring,ML0101,04/07/2023,Wet,14:30:00,20
2023 W1 spring,ML0101,04/07/2023,Wet,14:45:00,13
2023 W1 spring,ML0101,04/07/2023,Wet,15:00:00,25
2023 W1 spring,ML0101,04/07/2023,Wet,15:15:00,30
2023 W1 spring,ML0101,04/07/2023,Wet,15:30:00,39
2023 W1 spring,ML0101,04/07/2023,Wet,15:45:00,19
2023 W1 spring,ML0101,04/07/2023,Wet,16:15:00,18
2023 W1 spring,ML0101,04/07/2023,Wet,16:45:00,27
2023 W1 spring,ML0101,04/07/2023,Wet,17:00:00,12
2023 W1 spring,ML0101,04/07/2023,Wet,17:15:00,23
2023 W1 spring,ML0101,04/07/2023,Wet,17:30:00,31
2023 W1 spring,ML0101,04/07/2023,Wet,17:45:00,36
2023 W1 spring,ML0101,04/07/2023,Wet,18:00:00,24
2023 W1 spring,ML0101,04/07/2023,Wet,18:15:00,11
2023 W1 spring,ML0101,04/07/2023,Wet,18:30:00,19
2023 W1 spring,ML0101,04/07/2023,Wet,18:45:00,12
2023 W1 spring,ML0101,04/07/2023,Wet,19:00:00,16
2023 W1 spring,ML0101,04/07/2023,Wet,19:15:00,10
2023 W1 spring,ML0101,04/07/2023,Wet,19:30:00,10
2023 W1 spring,ML0101,04/07/2023,Wet,20:00:00,9
2023 W1 spring,ML0101,04/07/2023,Wet,20:30:00,6
2023 W1 spring,ML0101,04/07/2023,Wet,20:45:00,8
2023 W1 spring,ML0101,04/07/2023,Wet,21:00:00,10
2023 W1 spring,ML0102,04/07/2023,Dry,06:00:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,06:15:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,06:30:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,06:45:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,07:00:00,2
2023 W1 spring,ML0102,04/07/2023,Dry,07:15:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,07:30:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,07:45:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,08:00:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,08:15:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,08:30:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,08:45:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,09:00:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,09:15:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,09:30:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,09:45:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,10:00:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,10:15:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,10:30:00,2
2023 W1 spring,ML0102,04/07/2023,Dry,10:45:00,2
2023 W1 spring,ML0102,04/07/2023,Dry,11:00:00,2
2023 W1 spring,ML0102,04/07/2023,Dry,11:15:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,11:30:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,11:45:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,12:00:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,12:15:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,12:30:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,12:45:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,13:00:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,13:15:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,13:30:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,13:45:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,14:00:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,14:15:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,14:30:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,14:45:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,15:00:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,15:15:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,15:30:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,15:45:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,16:00:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,16:15:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,16:30:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,16:45:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,17:00:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,17:15:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,17:30:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,17:45:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,18:00:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,18:15:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,18:30:00,3
2023 W1 spring,ML0102,04/07/2023,Wet,18:45:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,19:00:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,19:15:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,19:30:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,19:45:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,20:00:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,20:15:00,2
2023 W1 spring,ML0102,04/07/2023,Wet,20:30:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,20:45:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,21:00:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,21:15:00,2
2023 W1 spring,ML0102,04/07/2023,Wet,21:30:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,21:45:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,06:00:00,16
2023 W1 spring,ML0102,04/07/2023,Dry,06:15:00,17
2023 W1 spring,ML0102,04/07/2023,Dry,06:30:00,21
2023 W1 spring,ML0102,04/07/2023,Dry,06:45:00,38
2023 W1 spring,ML0102,04/07/2023,Dry,07:00:00,34
2023 W1 spring,ML0102,04/07/2023,Dry,07:15:00,65
2023 W1 spring,ML0102,04/07/2023,Dry,07:30:00,65
2023 W1 spring,ML0102,04/07/2023,Dry,07:45:00,70
2023 W1 spring,ML0102,04/07/2023,Dry,08:00:00,85
2023 W1 spring,ML0102,04/07/2023,Dry,08:15:00,111
2023 W1 spring,ML0102,04/07/2023,Dry,08:30:00,162
2023 W1 spring,ML0102,04/07/2023,Dry,08:45:00,120
2023 W1 spring,ML0102,04/07/2023,Dry,09:00:00,93
2023 W1 spring,ML0102,04/07/2023,Dry,09:15:00,57
2023 W1 spring,ML0102,04/07/2023,Dry,09:30:00,59
2023 W1 spring,ML0102,04/07/2023,Dry,09:45:00,36
2023 W1 spring,ML0102,04/07/2023,Dry,10:00:00,12
2023 W1 spring,ML0102,04/07/2023,Dry,10:15:00,17
2023 W1 spring,ML0102,04/07/2023,Dry,10:30:00,16
2023 W1 spring,ML0102,04/07/2023,Dry,10:45:00,8
2023 W1 spring,ML0102,04/07/2023,Dry,11:00:00,9
2023 W1 spring,ML0102,04/07/2023,Dry,11:15:00,18
2023 W1 spring,ML0102,04/07/2023,Dry,11:30:00,13
2023 W1 spring,ML0102,04/07/2023,Dry,11:45:00,18
2023 W1 spring,ML0102,04/07/2023,Dry,12:00:00,10
2023 W1 spring,ML0102,04/07/2023,Dry,12:15:00,16
2023 W1 spring,ML0102,04/07/2023,Dry,12:30:00,15
2023 W1 spring,ML0102,04/07/2023,Dry,12:45:00,10
2023 W1 spring,ML0102,04/07/2023,Dry,13:00:00,13
2023 W1 spring,ML0102,04/07/2023,Dry,13:15:00,9
2023 W1 spring,ML0102,04/07/2023,Dry,13:30:00,8
2023 W1 spring,ML0102,04/07/2023,Dry,13:45:00,10
2023 W1 spring,ML0102,04/07/2023,Wet,14:00:00,7
2023 W1 spring,ML0102,04/07/2023,Wet,14:15:00,4
2023 W1 spring,ML0102,04/07/2023,Wet,14:30:00,7
2023 W1 spring,ML0102,04/07/2023,Wet,14:45:00,6
2023 W1 spring,ML0102,04/07/2023,Wet,15:00:00,9
2023 W1 spring,ML0102,04/07/2023,Wet,15:15:00,11
2023 W1 spring,ML0102,04/07/2023,Wet,15:30:00,23
2023 W1 spring,ML0102,04/07/2023,Wet,15:45:00,15
2023 W1 spring,ML0102,04/07/2023,Wet,16:00:00,13
2023 W1 spring,ML0102,04/07/2023,Wet,16:15:00,17
2023 W1 spring,ML0102,04/07/2023,Wet,16:30:00,10
2023 W1 spring,ML0102,04/07/2023,Wet,16:45:00,19
2023 W1 spring,ML0102,04/07/2023,Wet,17:00:00,24
2023 W1 spring,ML0102,04/07/2023,Wet,17:15:00,26
2023 W1 spring,ML0102,04/07/2023,Wet,17:30:00,25
2023 W1 spring,ML0102,04/07/2023,Wet,17:45:00,37
2023 W1 spring,ML0102,04/07/2023,Wet,18:00:00,35
2023 W1 spring,ML0102,04/07/2023,Wet,18:15:00,20
2023 W1 spring,ML0102,04/07/2023,Wet,18:30:00,21
2023 W1 spring,ML0102,04/07/2023,Wet,18:45:00,22
2023 W1 spring,ML0102,04/07/2023,Wet,19:00:00,19
2023 W1 spring,ML0102,04/07/2023,Wet,19:15:00,9
2023 W1 spring,ML0102,04/07/2023,Wet,19:30:00,10
2023 W1 spring,ML0102,04/07/2023,Wet,19:45:00,9
2023 W1 spring,ML0102,04/07/2023,Wet,20:00:00,7
2023 W1 spring,ML0102,04/07/2023,Wet,20:15:00,8
2023 W1 spring,ML0102,04/07/2023,Wet,20:30:00,5
2023 W1 spring,ML0102,04/07/2023,Wet,20:45:00,5
2023 W1 spring,ML0102,04/07/2023,Wet,21:00:00,14
2023 W1 spring,ML0102,04/07/2023,Wet,21:15:00,5
2023 W1 spring,ML0102,04/07/2023,Wet,21:30:00,9
2023 W1 spring,ML0102,04/07/2023,Wet,21:45:00,2
2023 W1 spring,ML0102,04/07/2023,Dry,06:45:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,07:00:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,07:30:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,07:45:00,3
2023 W1 spring,ML0102,04/07/2023,Dry,08:00:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,08:30:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,08:45:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,09:15:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,09:30:00,2
2023 W1 spring,ML0102,04/07/2023,Dry,10:00:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,10:15:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,10:30:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,10:45:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,11:00:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,11:15:00,2
2023 W1 spring,ML0102,04/07/2023,Dry,12:00:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,12:45:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,14:45:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,15:30:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,15:45:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,16:00:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,17:00:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,17:15:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,17:30:00,2
2023 W1 spring,ML0102,04/07/2023,Wet,17:45:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,18:00:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,18:30:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,19:30:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,20:15:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,21:15:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,09:00:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,10:45:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,11:00:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,11:15:00,0
2023 W1 spring,ML0102,04/07/2023,Dry,12:00:00,2
2023 W1 spring,ML0102,04/07/2023,Wet,17:30:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,20:00:00,1
2023 W1 spring,ML0102,04/07/2023,Dry,09:30:00,0
2023 W1 spring,ML0102,04/07/2023,Wet,15:30:00,3
2023 W1 spring,ML0102,04/07/2023,Dry,06:15:00,2
2023 W1 spring,ML0102,04/07/2023,Dry,06:30:00,4
2023 W1 spring,ML0102,04/07/2023,Dry,06:45:00,6
2023 W1 spring,ML0102,04/07/2023,Dry,07:00:00,6
2023 W1 spring,ML0102,04/07/2023,Dry,07:15:00,6
2023 W1 spring,ML0102,04/07/2023,Dry,07:30:00,11
2023 W1 spring,ML0102,04/07/2023,Dry,07:45:00,19
2023 W1 spring,ML0102,04/07/2023,Dry,08:00:00,20
2023 W1 spring,ML0102,04/07/2023,Dry,08:15:00,19
2023 W1 spring,ML0102,04/07/2023,Dry,08:30:00,24
2023 W1 spring,ML0102,04/07/2023,Dry,08:45:00,61
2023 W1 spring,ML0102,04/07/2023,Dry,09:00:00,27
2023 W1 spring,ML0102,04/07/2023,Dry,09:15:00,23
2023 W1 spring,ML0102,04/07/2023,Dry,09:30:00,8
2023 W1 spring,ML0102,04/07/2023,Dry,09:45:00,3
2023 W1 spring,ML0102,04/07/2023,Dry,10:00:00,4
2023 W1 spring,ML0102,04/07/2023,Dry,10:15:00,10
2023 W1 spring,ML0102,04/07/2023,Dry,10:30:00,12
2023 W1 spring,ML0102,04/07/2023,Dry,10:45:00,7
2023 W1 spring,ML0102,04/07/2023,Dry,11:00:00,3
2023 W1 spring,ML0102,04/07/2023,Dry,11:30:00,9
2023 W1 spring,ML0102,04/07/2023,Dry,11:45:00,2
2023 W1 spring,ML0102,04/07/2023,Dry,12:00:00,5
2023 W1 spring,ML0102,04/07/2023,Dry,12:15:00,3
2023 W1 spring,ML0102,04/07/2023,Dry,12:30:00,9
2023 W1 spring,ML0102,04/07/2023,Dry,12:45:00,13
2023 W1 spring,ML0102,04/07/2023,Dry,13:00:00,23
2023 W1 spring,ML0102,04/07/2023,Dry,13:15:00,6
2023 W1 spring,ML0102,04/07/2023,Dry,13:30:00,7
2023 W1 spring,ML0102,04/07/2023,Dry,13:45:00,11
2023 W1 spring,ML0102,04/07/2023,Wet,14:15:00,10
2023 W1 spring,ML0102,04/07/2023,Wet,14:30:00,6
2023 W1 spring,ML0102,04/07/2023,Wet,15:00:00,1
2023 W1 spring,ML0102,04/07/2023,Wet,15:15:00,8
2023 W1 spring,ML0102,04/07/2023,Wet,15:30:00,158
2023 W1 spring,ML0102,04/07/2023,Wet,15:45:00,18
2023 W1 spring,ML0102,04/07/2023,Wet,16:00:00,5
2023 W1 spring,ML0102,04/07/2023,Wet,16:15:00,8
2023 W1 spring,ML0102,04/07/2023,Wet,16:45:00,8
2023 W1 spring,ML0102,04/07/2023,Wet,17:00:00,9
2023 W1 spring,ML0102,04/07/2023,Wet,17:15:00,10
2023 W1 spring,ML0102,04/07/2023,Wet,17:30:00,12
2023 W1 spring,ML0102,04/07/2023,Wet,17:45:00,9
2023 W1 spring,ML0102,04/07/2023,Wet,18:00:00,9
2023 W1 spring,ML0102,04/07/2023,Wet,18:15:00,10
2023 W1 spring,ML0102,04/07/2023,Wet,18:30:00,4
2023 W1 spring,ML0102,04/07/2023,Wet,18:45:00,6
2023 W1 spring,ML0102,04/07/2023,Wet,19:00:00,7
2023 W1 spring,ML0102,04/07/2023,Wet,19:15:00,6
2023 W1 spring,ML0102,04/07/2023,Wet,19:30:00,11
2023 W1 spring,ML0102,04/07/2023,Wet,19:45:00,31
2023 W1 spring,ML0102,04/07/2023,Wet,20:00:00,17
2023 W1 spring,ML0102,04/07/2023,Wet,20:15:00,19
2023 W1 spring,ML0102,04/07/2023,Wet,20:30:00,9
2023 W1 spring,ML0102,04/07/2023,Wet,20:45:00,21
2023 W1 spring,ML0102,04/07/2023,Wet,21:00:00,7
